Masterfile (1),StateCode (2),ORI CODE (7),Agency Name (23),Population (8),Group (2),Division (1),Month,Year (2),Offense Code (3),Occurences (3),Arrest Code A,Arrest Counter A,Arrest Code B,Arrest Counter B,Arrest Code C,Arrest Counter C,Arrest Code D,Arrest Counter D,Arrest Code E,Arrest Counter E,Arrest Code F,Arrest Counter F,Arrest Code G,Arrest Counter G,Arrest Code H,Arrest Counter H,Arrest Code I,Arrest Counter I,Arrest Code J,Arrest Counter J,Arrest Code K,Arrest Counter K,Arrest Code L,Arrest Counter L,Arrest Code M,Arrest Counter M,Arrest Code N,Arrest Counter N,Arrest Code O,Arrest Counter O,Arrest Code P,Arrest Counter P,Arrest Code Q,Arrest Counter Q,Arrest Code R,Arrest Counter R,Arrest Code S,Arrest Counter S,Masterfile (1),StateCode (2),ORI CODE (7),Group (2),Division (1),Month (2),Year (2),MSA (3),County (3),Sequence Num (5),Suburban (1),Core City (1),Covered by (1),,State (5),Filler (400)
3,29,NJ00412,CHERRY HILL TOWNSHIP    ,71337,3,2,10,12,16,2,15,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00412,3,2,0,12,654,4,10722,1,N,0,,N J,NA
3,29,NJ00412,CHERRY HILL TOWNSHIP    ,71337,3,2,11,12,16,2,31,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00412,3,2,0,12,654,4,10722,1,N,0,,N J,NA
3,29,NJ00414,GLOUCESTER CITY         ,11501,5,2,2,12,16,4,22,1,42,1,45,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00414,5,2,0,12,654,4,23724,1,N,0,,N J,NA
3,29,NJ00414,GLOUCESTER CITY         ,11501,5,2,4,12,16,4,34,1,35,1,38,1,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00414,5,2,0,12,654,4,23724,1,N,0,,N J,NA
3,29,NJ00415,GLOUCESTER TOWNSHIP     ,64898,3,2,3,12,16,2,14,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00415,3,2,0,12,654,4,23730,1,N,0,,N J,NA
3,29,NJ00415,GLOUCESTER TOWNSHIP     ,64898,3,2,4,12,16,2,4,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00415,3,2,0,12,654,4,23730,1,N,0,,N J,NA
3,29,NJ00415,GLOUCESTER TOWNSHIP     ,64898,3,2,5,12,16,2,3,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00415,3,2,0,12,654,4,23730,1,N,0,,N J,NA
3,29,NJ00415,GLOUCESTER TOWNSHIP     ,64898,3,2,8,12,16,5,16,1,31,1,36,1,45,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00415,3,2,0,12,654,4,23730,1,N,0,,N J,NA
3,29,NJ00415,GLOUCESTER TOWNSHIP     ,64898,3,2,12,12,16,3,18,1,36,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00415,3,2,0,12,654,4,23730,1,N,0,,N J,NA
3,29,NJ00422,LINDENWOLD              ,17685,5,2,4,12,16,5,10,1,37,1,38,1,45,2,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00422,5,2,0,12,654,4,34650,1,N,0,,N J,NA
3,29,NJ00422,LINDENWOLD              ,17685,5,2,7,12,16,3,32,1,36,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00422,5,2,0,12,654,4,34650,1,N,0,,N J,NA
3,29,NJ00428,PINE HILL               ,10273,5,2,6,12,16,3,13,1,40,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00428,5,2,0,12,654,4,49128,1,N,0,,N J,NA
3,29,NJ00430,RUNNEMEDE               ,8504,6,2,1,12,16,2,39,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00430,6,2,0,12,654,4,53874,1,N,0,,N J,NA
3,29,NJ00432,STRATFORD               ,7070,6,2,1,12,16,5,39,1,40,1,41,1,42,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00432,6,2,0,12,654,4,59910,1,N,0,,N J,NA
3,29,NJ00432,STRATFORD               ,7070,6,2,2,12,16,4,18,1,20,1,45,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00432,6,2,0,12,654,4,59910,1,N,0,,N J,NA
3,29,NJ00434,VOORHEES TOWNSHIP       ,29251,4,2,7,12,16,4,42,2,43,1,45,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00434,4,2,0,12,654,4,64062,1,N,0,,N J,NA
3,29,NJ00600,CUMBERLAND              ,0,9D,2,1,12,16,2,16,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00600,9D,2,0,12,927,6,73861,1,N,0,,N J,NA
3,29,NJ00601,BRIDGETON               ,25378,4,2,3,12,16,4,15,1,19,1,45,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00601,4,2,0,12,927,6,6816,0,Y,0,,N J,NA
3,29,NJ00601,BRIDGETON               ,25378,4,2,12,12,16,7,14,1,15,1,37,1,39,1,40,1,45,2,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00601,4,2,0,12,927,6,6816,0,Y,0,,N J,NA
3,29,NJ00610,MILLVILLE               ,28651,4,2,1,12,16,4,15,1,36,1,45,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00610,4,2,0,12,927,6,40038,1,N,0,,N J,NA
3,29,NJ00610,MILLVILLE               ,28651,4,2,4,12,16,7,18,1,36,1,37,2,38,1,41,1,45,5,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00610,4,2,0,12,927,6,40038,1,N,0,,N J,NA
3,29,NJ00610,MILLVILLE               ,28651,4,2,5,12,16,3,19,1,30,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00610,4,2,0,12,927,6,40038,1,N,0,,N J,NA
3,29,NJ00610,MILLVILLE               ,28651,4,2,6,12,16,12,11,1,15,1,16,2,18,1,20,3,21,1,22,1,34,1,36,2,38,1,45,10,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00610,4,2,0,12,927,6,40038,1,N,0,,N J,NA
3,29,NJ00610,MILLVILLE               ,28651,4,2,10,12,16,3,20,1,38,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00610,4,2,0,12,927,6,40038,1,N,0,,N J,NA
3,29,NJ00610,MILLVILLE               ,28651,4,2,12,12,16,3,7,1,38,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00610,4,2,0,12,927,6,40038,1,N,0,,N J,NA
3,29,NJ00614,VINELAND                ,61252,3,2,1,12,16,2,21,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00614,3,2,0,12,927,6,63942,0,Y,0,,N J,NA
3,29,NJ00614,VINELAND                ,61252,3,2,8,12,16,2,38,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00614,3,2,0,12,927,6,63942,0,Y,0,,N J,NA
3,29,NJ00700,ESSEX                   ,0,9D,2,5,12,16,4,20,1,35,1,45,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00700,9D,2,0,12,605,7,75214,1,N,0,,N J,NA
3,29,NJ00704,FAIRFIELD TOWNSHIP      ,7515,6,2,10,12,16,9,10,1,30,1,37,1,38,1,40,1,45,1,46,2,47,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00704,6,2,0,12,605,7,20001,1,N,0,,N J,NA
3,29,NJ00706,EAST ORANGE             ,64682,3,2,1,12,16,4,12,1,38,1,39,2,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00706,3,2,0,12,605,7,17730,1,N,0,,N J,NA
3,29,NJ00706,EAST ORANGE             ,64682,3,2,2,12,16,4,14,1,15,3,17,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00706,3,2,0,12,605,7,17730,1,N,0,,N J,NA
3,29,NJ00706,EAST ORANGE             ,64682,3,2,3,12,16,4,14,1,36,1,40,1,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00706,3,2,0,12,605,7,17730,1,N,0,,N J,NA
3,29,NJ00706,EAST ORANGE             ,64682,3,2,9,12,16,4,32,1,40,1,43,1,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00706,3,2,0,12,605,7,17730,1,N,0,,N J,NA
3,29,NJ00706,EAST ORANGE             ,64682,3,2,10,12,16,3,38,1,39,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00706,3,2,0,12,605,7,17730,1,N,0,,N J,NA
3,29,NJ00706,EAST ORANGE             ,64682,3,2,11,12,16,3,38,1,39,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00706,3,2,0,12,605,7,17730,1,N,0,,N J,NA
3,29,NJ00706,EAST ORANGE             ,64682,3,2,12,12,16,5,15,1,20,1,40,1,45,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00706,3,2,0,12,605,7,17730,1,N,0,,N J,NA
3,29,NJ00713,MONTCLAIR               ,37912,4,2,11,12,16,3,38,1,40,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00713,4,2,0,12,605,7,40680,1,N,0,,N J,NA
3,29,NJ00717,ORANGE                  ,30329,4,2,1,12,16,4,11,1,16,1,17,1,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00717,4,2,0,12,605,7,46284,1,N,0,,N J,NA
3,29,NJ00717,ORANGE                  ,30329,4,2,3,12,16,2,18,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00717,4,2,0,12,605,7,46284,1,N,0,,N J,NA
3,29,NJ00717,ORANGE                  ,30329,4,2,4,12,16,2,41,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00717,4,2,0,12,605,7,46284,1,N,0,,N J,NA
3,29,NJ00717,ORANGE                  ,30329,4,2,6,12,16,9,9,1,16,1,36,1,37,1,38,2,39,2,40,1,45,2,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00717,4,2,0,12,605,7,46284,1,N,0,,N J,NA
3,29,NJ00717,ORANGE                  ,30329,4,2,8,12,16,2,37,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00717,4,2,0,12,605,7,46284,1,N,0,,N J,NA
3,29,NJ00722,WEST ORANGE             ,46505,4,2,10,12,16,2,40,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00722,4,2,0,12,605,7,66678,1,N,0,,N J,NA
3,29,NJ00802,DEPTFORD TOWNSHIP       ,30800,4,2,12,12,16,2,14,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00802,4,2,0,12,654,8,15882,1,N,0,,N J,NA
3,29,NJ00816,SOUTH HARRISON TOWNSHIP ,3188,6,2,2,12,16,3,17,1,36,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00816,6,2,0,12,654,8,58260,1,N,0,,N J,NA
3,29,NJ00820,WEST DEPTFORD TOWNSHIP  ,21847,5,2,11,12,16,3,17,1,36,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00820,5,2,0,12,654,8,66132,1,N,0,,N J,NA
3,29,NJ00821,WESTVILLE               ,4322,6,2,5,12,16,3,14,1,20,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00821,6,2,0,12,654,8,66918,1,N,0,,N J,NA
3,29,NJ00901,BAYONNE                 ,64036,3,2,10,12,16,2,41,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00901,3,2,0,12,607,9,3660,1,N,0,,N J,NA
3,29,NJ00903,GUTTENBERG              ,11355,5,2,1,12,16,7,13,1,14,1,15,1,20,1,37,1,39,2,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00903,5,2,0,12,607,9,25428,1,N,0,,N J,NA
3,29,NJ00906,JERSEY CITY             ,251554,1C,2,1,12,16,2,33,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00906,1C,2,0,12,607,9,30558,0,Y,0,,N J,NA
3,29,NJ00906,JERSEY CITY             ,251554,1C,2,2,12,16,3,39,1,41,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00906,1C,2,0,12,607,9,30558,0,Y,0,,N J,NA
3,29,NJ00906,JERSEY CITY             ,251554,1C,2,5,12,16,2,35,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00906,1C,2,0,12,607,9,30558,0,Y,0,,N J,NA
3,29,NJ00906,JERSEY CITY             ,251554,1C,2,7,12,16,7,18,1,31,1,34,2,36,1,38,1,45,5,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00906,1C,2,0,12,607,9,30558,0,Y,0,,N J,NA
3,29,NJ00906,JERSEY CITY             ,251554,1C,2,8,12,16,7,29,1,30,1,35,1,36,2,45,1,46,3,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00906,1C,2,0,12,607,9,30558,0,Y,0,,N J,NA
3,29,NJ00906,JERSEY CITY             ,251554,1C,2,9,12,16,6,17,1,30,3,31,1,36,1,45,2,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00906,1C,2,0,12,607,9,30558,0,Y,0,,N J,NA
3,29,NJ00906,JERSEY CITY             ,251554,1C,2,10,12,16,5,11,1,14,1,32,1,45,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00906,1C,2,0,12,607,9,30558,0,Y,0,,N J,NA
3,29,NJ00907,KEARNY                  ,41310,4,2,2,12,16,4,35,1,36,1,38,1,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00907,4,2,0,12,607,9,31098,1,N,0,,N J,NA
3,29,NJ00907,KEARNY                  ,41310,4,2,9,12,16,4,38,1,39,1,45,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00907,4,2,0,12,607,9,31098,1,N,0,,N J,NA
3,29,NJ00907,KEARNY                  ,41310,4,2,10,12,16,2,36,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00907,4,2,0,12,607,9,31098,1,N,0,,N J,NA
3,29,NJ00908,NORTH BERGEN TOWNSHIP   ,61747,3,2,2,12,16,4,39,2,41,1,43,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00908,3,2,0,12,607,9,44250,1,N,0,,N J,NA
3,29,NJ00909,SECAUCUS                ,16517,5,2,5,12,16,2,33,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00909,5,2,0,12,607,9,56094,1,N,0,,N J,NA
3,29,NJ00909,SECAUCUS                ,16517,5,2,6,12,16,6,30,1,33,1,35,1,36,1,45,3,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00909,5,2,0,12,607,9,56094,1,N,0,,N J,NA
3,29,NJ00910,UNION CITY              ,67518,3,2,3,12,16,3,19,1,37,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00910,3,2,0,12,607,9,62778,1,N,0,,N J,NA
3,29,NJ00910,UNION CITY              ,67518,3,2,4,12,16,4,16,1,36,1,38,1,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00910,3,2,0,12,607,9,62778,1,N,0,,N J,NA
3,29,NJ00912,WEST NEW YORK           ,50507,3,2,1,12,16,3,10,1,38,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00912,3,2,0,12,607,9,66612,1,N,0,,N J,NA
3,29,NJ01107,LAWRENCE TOWNSHIP       ,33483,4,2,1,12,16,3,39,1,42,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01107,4,2,0,12,901,11,33570,1,N,0,,N J,NA
3,29,NJ01107,LAWRENCE TOWNSHIP       ,33483,4,2,4,12,16,3,35,1,36,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01107,4,2,0,12,901,11,33570,1,N,0,,N J,NA
3,29,NJ01107,LAWRENCE TOWNSHIP       ,33483,4,2,7,12,16,3,37,1,40,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01107,4,2,0,12,901,11,33570,1,N,0,,N J,NA
3,29,NJ01107,LAWRENCE TOWNSHIP       ,33483,4,2,9,12,16,4,38,1,39,1,45,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01107,4,2,0,12,901,11,33570,1,N,0,,N J,NA
3,29,NJ01107,LAWRENCE TOWNSHIP       ,33483,4,2,10,12,16,2,39,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01107,4,2,0,12,901,11,33570,1,N,0,,N J,NA
3,29,NJ01111,TRENTON                 ,85317,3,2,2,12,16,9,11,1,12,1,13,1,14,2,15,3,18,1,20,1,45,4,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01111,3,2,0,12,901,11,62118,0,Y,0,,N J,NA
3,29,NJ01111,TRENTON                 ,85317,3,2,7,12,16,7,16,1,17,1,36,3,37,1,38,2,39,1,45,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01111,3,2,0,12,901,11,62118,0,Y,0,,N J,NA
3,29,NJ01111,TRENTON                 ,85317,3,2,9,12,16,5,36,2,38,1,39,1,45,2,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01111,3,2,0,12,901,11,62118,0,Y,0,,N J,NA
3,29,NJ01204,EAST BRUNSWICK TOWNSHIP ,48009,4,2,3,12,16,4,16,1,29,1,45,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01204,4,2,0,12,607,12,17358,1,N,0,,N J,NA
3,29,NJ01204,EAST BRUNSWICK TOWNSHIP ,48009,4,2,10,12,16,2,36,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01204,4,2,0,12,607,12,17358,1,N,0,,N J,NA
3,29,NJ01205,EDISON TOWNSHIP         ,101007,2,2,9,12,16,5,14,1,34,1,36,1,45,2,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01205,2,2,0,12,607,12,18186,0,N,0,,N J,NA
3,29,NJ01205,EDISON TOWNSHIP         ,101007,2,2,10,12,16,8,14,1,17,3,37,1,38,4,39,3,45,8,46,2,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01205,2,2,0,12,607,12,18186,0,N,0,,N J,NA
3,29,NJ01214,NEW BRUNSWICK           ,55717,3,2,1,12,16,3,14,1,17,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01214,3,2,0,12,607,12,42990,0,Y,0,,N J,NA
3,29,NJ01217,PISCATAWAY TOWNSHIP     ,56593,3,2,8,12,16,2,34,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01217,3,2,0,12,607,12,49290,1,N,0,,N J,NA
3,29,NJ01218,PLAINSBORO TOWNSHIP     ,23240,5,2,2,12,16,4,16,1,35,1,46,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01218,5,2,0,12,607,12,49470,1,N,0,,N J,NA
3,29,NJ01221,SOUTH BRUNSWICK TOWNSHIP,43875,4,2,5,12,16,6,15,1,29,1,36,4,43,1,45,5,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01221,4,2,0,12,607,12,58056,1,N,0,,N J,NA
3,29,NJ01225,WOODBRIDGE TOWNSHIP     ,100612,2,2,2,12,16,4,28,1,31,1,46,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01225,2,2,0,12,607,12,68562,0,N,0,,N J,NA
3,29,NJ01225,WOODBRIDGE TOWNSHIP     ,100612,2,2,3,12,16,2,36,2,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01225,2,2,0,12,607,12,68562,0,N,0,,N J,NA
3,29,NJ01225,WOODBRIDGE TOWNSHIP     ,100612,2,2,4,12,16,7,31,1,36,1,37,1,38,1,45,1,46,2,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01225,2,2,0,12,607,12,68562,0,N,0,,N J,NA
3,29,NJ01225,WOODBRIDGE TOWNSHIP     ,100612,2,2,5,12,16,5,33,1,36,1,38,1,45,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01225,2,2,0,12,607,12,68562,0,N,0,,N J,NA
3,29,NJ01225,WOODBRIDGE TOWNSHIP     ,100612,2,2,6,12,16,8,9,1,14,1,15,1,29,1,35,1,38,1,45,5,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01225,2,2,0,12,607,12,68562,0,N,0,,N J,NA
3,29,NJ01225,WOODBRIDGE TOWNSHIP     ,100612,2,2,7,12,16,2,35,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01225,2,2,0,12,607,12,68562,0,N,0,,N J,NA
3,29,NJ01225,WOODBRIDGE TOWNSHIP     ,100612,2,2,8,12,16,2,36,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ01225,2,2,0,12,607,12,68562,0,N,0,,N J,NA
